description;MERO;ZÜLÝ;GÝZO;Toplu
Iyi gunler merve abla nasýlsýn? Merve abla ben bu yýl üniversite kazandým ama maddi durumumuz pek iyi deðil o yüzden senden yardým isteyecektim. Kullanmadýðýn kýyafetlerin varsa bana yollayabilir misin acaba? Þimdiden çok teþekkür ederim.;0;1;2;0
Merve Haným makyaj konusunda gerçekten çok iyisiniz ancak cilt bakým konusunda günümüzden çok geride hissettiriyorsunuz. Tonik sürdüðünüz pamuða kir geliyorsa bu toniðin baþarýsý deðildir. Temizleyicileriniz kötüdür. Tonik temizlik yapmaz. Tonikler kendisinden sonra gelen ürünlere cildi hazýrlar????;0;1;1;1
Gençler için demiþsin abla ama bir öðrenci için pahalý ürünler biz öðrencilerin bunlarý almaya gücü yetmez. Ceravenin ürünü bile en az 100 tl;0;0;0;0
Farmasi ürünlerini de dener misin;2;1;2;2
Aaaaaa benim haberim olmamaýþ yaaaaaaa teþekkür ederiz bu video ya çok ihtiyacýmýz vardý ??;1;1;1;1
iþbirliði olan hiçbir içerik bana samimi gelmiyor üzgünüm;0;0;0;0
Sen harikasýn;1;1;1;1
Tam ne alsam nasil etsem yenilesem makyaj ürünlerimi diye düþünüyordum teþekkürler mervecim ??????????;1;1;1;1
Karma ciltliyim simplenin videoda önerdiði nemlendiriciyi mi yoksa yine ayný markanýn matlaþtýran nemlendiricisini mi almalýyýmmm?;2;2;2;2
Abla lütfen saç için öneri verirmisin kuru saçlar için Lütfen;2;1;2;2
Yeþil toniðimin fiyatý artarsa sebebi youtuber ve influencerlar...;0;1;0;0
muson kozmetik ürünlerinii dener misiin??;2;2;2;2
Artýk uygun fiyatlý hiçbir þey kalmadý Merve ablacým ??;0;0;0;0
Merve abla daha yeni gördüm oh sonunda geldi????;1;1;1;1
Birçok video izliyorum bir þeye alacakken fakat en sonunda yine sana gelip senin dediklerini alýyorum. O kadar yararlý ki videolarýn. Sonsuz güveniyorum bu konuda.;1;1;1;1
Videonun bölümlerini ayýrman çok güzel olmuþ ????;1;2;1;1
Ýhtiyacým olan bütün cilt bakým ürünleri bir videoda, araþtýrýp alýcaktým gerek kalmadý ?? herhalde bir 4-5 senedir önerdiðin her þeyi gözüm kapalý alýyorum ??;1;1;1;1
yeeey istediðim video teþekkürler abla;1;1;1;1
Essencenin toniði çok pahalýya 155 ne ??;0;0;0;0
Ýzledikten sonra videodaki 5-6 ürünü aldým kullandýklarým da vardý gerçekten bu piyasada güvendiðim sayýlý kiþilerdensin bir tek fondötenin rengini bulamadým hiçbir yerde alternatif bir önerin olur mu fondöten için karma ciltliyim umarým görür ve yanýtlarsýn ??;1;1;1;1
cilt alt tonlarý hakkýnda video cekebilir misinn;2;2;2;2
Erkeklerde kullanabilir mi bunlari;2;2;2;2
çok güzel olmuþ genç yaþlarda olan kiþiler için yine video çeker misinn?;1;2;1;1
gt?;2;2;2;2
Merve urunleri/markalari gosterirken cruelty free olup olmadigini soyliyebilirmisin?;2;0;2;2
Sivilce yapmayan ürünleri paylaþýr mýsýn Merve ?? temizleyiciler bende genelde sivilce yapýyor özellikle böyle yüzde yaðlý his býrakan ürünler ??;0;0;2;2
Abla sana acil birþey sormam lazým benim nutrucina nin bir günlük bilingi var birde nutrucina in yüz yýkama jeli var ilk hangidini kullanmam lazým acil abla acil;2;1;2;2
tek kelimeyle harikasýn önerdiðin ürünler çok güzel beaulisin bir çok ürününü kullanýyorum çok da memnunum;1;1;1;1
Arkadaþlar SADECE bakým ürünlerinin fiyatlarýný topladým sýrf onlar 915 tl ediyo neresi uygun fiyatlý ( hepsini tek tek araþtýrýp yaptým);0;0;2;0
Saçlarýnýn rengi doðal mý Mervecým;2;2;2;2
Ay benim annem gül suyunu kendisi yapýyor ve buzdolabýnda saklýyorum sürekli sprey þiþesinden kullanýyorum. Gerçekten çok bereketli oluyor ve uzun süre gidiyor hem de içeriðinin temizliðinden eminim????;1;2;1;1
Abla sivilceleri gidermek için ürünler gelsinn lütfen;2;2;2;2
Harikasýnn teþekkürlerr ????;1;1;1;1
Merve abla Dior’dan fazla abonen varrr 333;1;2;2;2
Mervecimmm sen her zmn enerjiksin kiii??;1;1;1;1
Dermokilin kil maskesi gerçekten çok güzel;1;1;1;1
ben de boyle bir video ariyordum cok tesekkurler?;1;1;1;1
Çok güzel video olmuþ??;1;1;1;1
Ve suyla;2;2;2;2
Merve abla ben pomuktan göz altý maskesi yapýyorum;2;2;2;2
Keþke fiyatlarý da belirtseydiniz...;2;0;0;0
Fiyatlarini belirtsem 2 gun sonra bana kizmayacak miydiniz merve sen 60 demissin 80 lira bu urun diye? her gun enflasyon yuzunden fiyatlar artiyor bu sebeple fiyat belirtmiyorum;0;0;0;0
Harikasýýýnnn ??;1;1;1;1
Keþke videoyu daha erken görseymiþim. Clinique'nin kremlerini çok beðeniyorum ama cidden pahalý. Yine de dayanamayýp sipariþ vermiþtim. Bilseydim simple denerdim bu sefer :( ama görmem çook iyi oldu ????????????;1;0;1;1
Merve abla nolur genç kýz düðün makyajý yap;2;2;2;2
Ben yüzüme bu kadar þey sürsem yaðdan yüzüm gözükmez;0;0;0;0
Ben de hepsini ayni anda surmuyorum;1;0;0;0
Merve abla ceravenin yüz jelini denemek çok istiyorum ancak yüzüm aþýrý hassas ve sivilce çýkarmaya meyilli bu yüzden özel sivilce karþýtý bi yüz jelini kulanýyorum denersem sivilce çýkarmasýndan korkuyorum :(;0;0;0;0
Abla kahveli birsey yüze sürmek zararlý degilmi bazý kiþiler öyle söylüyor;1;2;0;0
"Dolap; ahu3md mutlaka beklerim ????";2;2;2;2
Hada Labo Essence Tonik linkten bulan var mý ? Kýrýþýklýk karþýtý losyon vs diyor ama tonik göremiyorum Merve'nin elindeki hangisi ?;0;2;2;2
Abla ürünler çok güzel ama cilt bakým ürünlerine baktým fakat uygun fiyatlý deðil ayrýca uygun fiyatlý cilt bakým ürünü yapar mýsýn?;0;0;1;0
uygun daha uygunu yok;1;1;1;1
Merve abla, geçen gün instagramda gördüm wonderskin diye bir ruj gibi sürülen biþey var dudak rengini çok güzel boyuyor harika bayýldým belki uygun fiyatlý deðil ve türkiyede satýlmýyor ama amazonda ve sitesinde var sadece oralardan alýnabiliyor sanýrým sen alýp denersen ve beðenirsen bende almayý düþünüyorum ve bence kesinlikle denemelisin çok güzel gözüküyor.;1;1;1;1
Oha Merve abla çok teþekkür ederiz istediðimiz video ???? seni çok seviyorum ????;1;1;1;1
Enerjin çok güzel;1;1;1;1
Videolarýna bayýlýyorum;1;1;1;1
Merve abla çok tatlýsýn;1;1;1;1
Abla ben seni izlediðimden beri hiç kendini bozmuyorsun videolarýný da çok seviyorum;1;1;1;1
fiyatlarina baktim ama uygun degil ki;0;0;0;0
daha uygunu yok;1;1;1;1
Abla yüzünde sivilceleri olanlar için geçirici ürünümler önerebilirmisin;2;2;2;2
Senin hiç makyaj gerek yok hem cildin güzel hemde kalbindeki sempatikliðin iyiliðin seni çok güzel yapýyor??;1;1;1;1
Sadece ben mi bu kadýný Ýrem Helvacýoðlu na benzetiyorum;2;2;2;2
"Merve abla Watsons ýn yeni markasý ""lovely "" dener misin lütfen??????? Kanalýný çok beðeniyorum,SEVÝLÝYORSUN MERVE ÖZKAYNAK ????";1;2;1;1
Videodaki ürünler sen güzel dediysen güzeldir??;1;1;1;1
Avon dudak yaðý favorim ??;1;1;1;1
Her videoda illa bi komiklik çýkartýyorsun merviþ abla ?????? videoyu daha izlemedim ama kesin komiktir.;1;1;1;1
çok çok çok teþekkür ederim kurtarýcýmsýn remsen;1;1;1;1
Merve abla bir daha ki videonda BTS (BT21) ürünlerini dener misin çok merak ettim.;2;2;2;2
Tam makyaj cantasi olusturmaya baslicaktim tesekkur ederim :);1;1;1;1
Emeðinize saðlýk. Wet and wild precious patels rengi piyasada yok sanýrým. Olanlar da pembe deðil. :( Bulsam hemen alýcam. Linkdeki ürünün de rengi farklý :(;0;0;1;0
ben yeni aldim aslinda sifir palet;1;2;2;2
Tamam bunlarý kullanýcaz ama yani haftada kaç gün yapmamýz gerekiyor?lütfen cevap;2;0;2;2
Tüm ürünlerin parmak kadar olmasý dýþýnda harika bir video. Ona da fiyatlardan dolayý yapacak bir þey yok ne yazýk ki.;1;0;1;1
Abla florence far paletini deneyecek misin;2;2;2;2
Sadece videoda kullandýðýnýz ürünleri de ekleseniz keþke böyle çok çeþit oluyor siz hangilerini kullandýnýz anlayamýyoruz;0;0;0;0
teþekkürler merve kalp kalp;1;1;1;1
Teþekkürler mevy??;1;1;1;1
merve abla seni seviyorum ve tebrik ediyorum videolarýna çok emek veriyosun ve bunlarýn hepsini hak ediyorsun umarým daha iyileri senin olur çaba gösterip ve bunlarý yapýyo bu bi þans deðil bunlara sahip olmak için gece gündüz çalýþýyolar ve çok baþarýlýlar sizi seviyorum;1;1;1;1
Bu kadýný Ýrem helvacýoðlu'ya benzeten tek ben miyim;2;2;2;2
Merve seni çok seviyorum hemde videolarýn de çok seviyorum sen çok tatliþ bir kadýnsýn biz ne istersek onu yapýyorsun seni seviyorum ki bye bye seni seviyorum;1;1;1;1
Abla keþke eski videolarýna dönsen bu tür videolarýný pek beðenemiyorum;0;0;0;0
emek var videoda ??????? elinize saðlýk ??;1;1;1;1
Sevilmiyorsun býrak bu iþi;0;0;0;0
evet o yuzden Turkiye’nin en buyuk guzellik kanali benim kanalim?? “sevilmedigim icin”?;1;2;0;0
Dudaklarýnýn eski hali doðaldý bence;0;0;0;0
hala eski hala zaten???;2;2;2;2
simple yaðýný kullandýktan sonra lütfen yýka çünkü serum deðil sonra yýkamak için kullanýlýyor;2;0;2;2
Bilip bilmeden insanlari yanlis yonlendirmeyin.;0;0;0;0
serum o yikamak icin degil.;1;2;0;0
ceravenin bu temizleyicisini kullandým bana çok alerji yaptý hassas cildiniz varsa önermiyorum;0;0;0;0
Nerden alabiliriz;2;2;2;2
Bende su ile yüzümü yýkýyorum iþte;2;2;2;2
merve abla çok güzel olmuþ video senden birþey isteyebilirmiyim ellerimiz için de video çekermisin kolanya ve dezenfektan yüzden ellermiz kurudu;1;1;1;1
Cilt tipimizi nasýl anlayabiliriz?;2;2;2;2
Merve abla makyajýna ve cildine hayraným kait maskelerdir ve dudak maskelerinden önerebilirmisiniz;1;1;2;1
Uygun fiyatlý?;0;0;1;0
Bil bakalým ne eksik?;2;2;2;2
gerçekten faydalý bir video olmuþ emeðine saðlýk abla :);1;1;1;1
Karma ciltliyim beyaz tenliyim Makyaj çýkarma suyu ve güneþ kremi önerir misiniz bir de gözümin altý genetik olarak çok koyu napmalýyým;2;2;2;2
makyaj temizleme suyu garnier cift fazli olanlar favorim. Gunes kremi la roche antellios light;2;1;1;1
Eee þimdi millet ne yazacak videonun altina ????;2;0;2;2
Tmm da erkekler için de çeksen;1;0;2;0
teþekkür ederim ablacým. cildim için ilk defa kullanacaðým icin ne alacaðmý bilmiyordum saol??;1;1;1;1
Sonunda yaþasýn;1;2;1;1
Sorgulamadan ne önerirse alýcagým kiþidir merve ??;2;1;1;1
Devamý gelsin lütfen;2;2;2;2
Abla genç erkekler için de cilt bakým ürün tavsiyesi gelir mi ?;2;2;2;2
Abla yorgun göz altý makyajý yapýyorlar sende denermisin ??;2;2;2;2
Gencler derken ben de gencmiyim acaba 30 yas genc sayilirmi;2;2;2;2
New Well'in ürünlerini dener misin;2;2;2;2
Ziaja manuka tree tonik ??;2;1;2;2
2021i yýlý için makyaja yeni baþlayanlar için bir video hazýrlar misin yigenlerim komþu kýzlar için super olacak bana soruyorlar ama 14 yaþ için uygun makyaj nasýl olur bilemiyorum çünkü þimdi gençler de çok yoðun makyaj y apiyor kendi zamanýndaki gibi hafif makyajý onerdigimde sen hala bizi küçük görüyorsun tepkisinden sýkýldým uzman görüþü izletmek istiyorum;0;2;2;2
Abla seni çok seviyorum ?? bu iþime çok yaradý çok güzelsin senin makyaj videolarýný çooooook seviyorum ???????????? inþallah kalp atarsýn ??;1;1;1;1
diþ bakým için bir video çeker misiniz??;2;2;2;2
Üniversiteli deðilim ama çoook sevdim. Bu video ihtiyaçalarýmýzý belirlemeyi kolaylaþtýran bir rehber olmuþ ?? harika izleyin izletin ??;1;1;1;1
Karakterinle, yüzünle, konuþman ve üslubunla baþladýðýndan bu yana bir bütün olarak çok güzelsin...?;1;1;1;1
Merve abla sen bitanesin ??;1;1;1;1
Abla 11 yaþýndaki gençler için bir öneri videosu çeker misin mesela makyaj yapmalarý uygun olur mu olursa hangi makyaj ürünleri ni kulanmalýlar;2;2;2;2
Sen nesin yaa bu mükemmelik nereden;1;1;1;1
merve ablacým o neutrogenanýn siyah nokta temizleyiciði toniðini hiç önermiyolar ya içeriði çok kötüymüþ diye okumuþtum :(;0;0;0;0
merve abla þimdi kredi çekmeye gidiorum sanýrým ne var ne yok ihtiyacým var eujoþqehýnQIÝDPHiwýhdnQI;0;0;1;0
Cilt için Türk kahvesi telvesi uygulayýn öðrenci kardeþlerim, gerisine para yetmiyor;0;0;0;0
seni çok seviyoruz dicem ama çok yetmez ÇOK ÇOK ÇOK seviyoruz;1;1;1;1
yaþasýn merve ablaaaa;1;1;1;1
istediðimiz video;1;2;1;1
Merve bence bu kadar yuz mazemeleri surmemelisin.Yuzun zedelene bilir;0;0;0;0
Ürünler eminim ki çok güzeldir ama ülkemde kozmetik o kadar pahalý ki bu uygun fiyatlýlar bile benim bütçemi aþýyor ?? 2012 senesinde the balm nude dude paleti 45 liraya aldýðýmý hatýrladýkça kahroluyorum;0;0;0;0
Merve abla lütfen one step saç þekillendirici tarak denesene almak istiyorum ama bazýlarý iyi diyor bazýlarý kötü guvenemiyorum lütfen??;0;2;2;2
Açýklama kýsmýna saniyeleri ioe ürünleri belirtmen çok faydali olmusss??;1;1;1;1
Çok güzel olmuþsun ?? Merve abla istanbul da yaþýyorsunuz deðil mi seninle buluþmak çok isterim çok ??;1;1;1;1
Gerçekten çok iyi video olmuþ hem uygun fiyatlý hem iyi ürün bulmak zor güvenilir insanlardan tavsiye gelince iþimiz kokaylaþýyo;1;1;1;1
ÜNLÜ YOUTUBER BÜÞRA PEKTAÞ FARMASÝ GRUBUNA GELMEK ÝSTEYEN YORUM YAPSIN.;2;2;2;2
Teþekkürler..??;1;2;1;1
Diline, emeðine ve fikirlerine teþekur ederim! ??;1;1;1;1
Gençler için cilt bakýmý demiþsiniz ama bu daha çok gençleþtiren cilt bakýmý olmuþ. Makyaj çok enerjik duruyor, gerçekten harika. Sizi seviyoruz.;1;1;1;1
Güzelik desen ??var?? Tatlilik desen ??var ?? Eðlence desen ??var ?? Komiklik desen ??var?? En iyi yotuber?? sin??;1;1;1;1
SONUNDA GELDII;1;2;1;1
Charli ve Dixie D’amelio nun makyaj markasýný dener misin;2;2;2;2
merve o yüz temizleme süngeri yüzü çizer mi acaba ve tek kullanýmlýk mý onlar;2;0;2;2
Çilekli ürünlerle cilt bakým videosu yapabilir misin Merve abla ? ????;2;2;2;2
Ah Merve....Sen varyaaaa mukkemmelsin?? Tam ihtiyaçlýk video öpüldün ????;1;1;1;1
Iggy Azaleanýn makyaj ürünlerini denemeni istiyoruz Merve;2;2;2;2
Çok kuru ciltler için öneri yapar mýsýnýzzz;2;2;2;2
gerçekten bütün gençlerin bütçesine göre(!);0;0;0;0
Yýllar geçtikçe gençleþen birisisiniz... Ýdolüm sizsiniz cidden;1;1;1;1
3;2;2;2;2
Genç ciltlere retinollü ürün önermek…;0;0;0;0
tesekkur ederýýýz;1;2;1;1
Merve, Sebamed in cilt bakým ürünlerini dener misin;2;2;2;2
Merve Abla Gör Bu Yorumumu 12 13 yaþlarý için cilt ürünleri videosu çekermisin çok ihtiyacým var. ??;0;2;1;0
Merve abla sen harika bi detaysýnnn ???????;1;1;1;1
Gratis'in yeni markasýný dener misin?;2;2;2;2
Mervecim rica etsem 40 yaþ civarý için cilt bakým rutini neler olmalý, temiz içerikli neler kullanabiliriz diye bir video çeker misin.Çok teþekkürler ??;2;2;1;2
Ben her akþam veya sabah yüzümü gül suyuyla siliyorum.;2;2;2;2
yaa nolur mille boby brownnýn makyaj ürünlerini dene no lorrr;2;2;2;2
Merve abla selenadan nazli ve sihirli annemden cilekk seninle tanishmak istiyorlar vidyolarinda soyluyolar bir vidio gelsin litfen onarlar??;2;2;2;2
Simple serum güneþte sürülür mü;2;2;2;2
Yine harikaydý teþekkür ederiz??;1;1;1;1
Bu þekilde bir video saç bakýmý içinde gelsin;2;2;2;2
Bronzluk cok yakismis;1;1;1;1
Beualis de olmalýydý bence;0;0;0;0
Merhabalar!! Kanalimizda faydalý bulabileceðiniz Ýngilizce icerikler var... 20dk den yayýnda, bi bakabilirseniz çok sevinirim!! 3;1;2;2;2
Aþýrý ihtiyacim vardi cok tesekkurler?????????;1;1;1;1
Ay merve abla video zaten mükemmelde makyajýna hayran kaldýmm.Çok güzel görünüyo????;1;1;1;1
merve cok icten ve sevecensin, anlayisli ve kibarsin, daha cok boyle videolar gelsin, basarilarinin devamini diliyorum!!!! ???????????;1;1;1;1
önce sipariþi verip sonra videoyu izliyorum öyle bir güven...;1;1;1;1
videoda ki makyajýna bayýldým.;1;1;1;1
Saç maskesi var mý önerebileceðiniz??;2;2;2;2
Fakir deðil fak fakir olduðum için böyle videolarý çok seviyorum :);0;0;1;0
*genç kýzlar lütfen uzak durun kandýrmaca, bunlarýn hepsi kimyasal cakma bozuk ucuz ürünler laboratuvar da çalýþýyorum LÜTFEN ÝNANMAYIN BUNLARA*;0;0;0;0
Merve ciðim 40 yaþ üstü olgun ciltler içinde aynýsýndan isterim uygun fiyatlý ürünler için .seni seviyoruz ??;2;2;1;2
Neutrogena hayvanlar üzerinde deney yapýyor;0;0;0;0
Videoda sahip oldugum tek sey eyeliner di cok beðendiðim bir video oldu tesekkur ederiz merve abla ??;1;1;1;1
Kullanmaktan en çok zevk aldýðým ürün ziajanýn toniði ??;1;1;1;1
merve ablacým uygun fiyatlý cruelty free ürünler için de bir video çeker misin :);2;2;2;2
Diyeceðim tek bir þey var... Sonunda;1;1;1;1
Far paletini merakla beklerken rimmel london þoku;0;0;0;0
Bir þeyi böyle seri anlatýnca aþýrý acýkýrým. Be dinledikçe ben anlatmýþým gibi acýktým ??;1;1;1;1
Daha yeni gördüm yarýn gratise gidiyorum hemen aöuðskenshkwhw :D;1;1;1;1
Abla keske fiyatlarida soyleseydin ya:(;0;0;0;0
????????;2;1;1;1
Merve: bu concealerý 100 yýldýr kullanýyorum Bir an için aklý karýþan ben: merve yüz yaþýndamý;0;2;2;2
Abla 6. Sýnýfa geçtim yaþýma uygun makyaj ürünleri gösterir misin?;2;2;2;2
Video o kadar iyi olmuþ ki! Tam ihtiyaç listesi ve hepsý kolay ulaþýlabýlýr. Bir de senin önerdiðin vegan ürünlerle bir video yapabilir misin ayrýca ?;1;1;1;1
Merve özkaynak çizgisini gerçekten hiç bozmadý. Çok tatlý bir kadýn ve çok iyi bir insan, takipçilerinin isteklerini önemsemesi çok önemli???? iyi ki varsýn merve abla??;1;1;1;1
merve abla seni hep çok seviyordum ama bu videodaki tavýrlarýna ayrýca bayýldým biz gençlerin pahalý ürünlere yönelemediðini bilip ürünleri buna göre hazýrlamýþsýn ama bunu söyleyip de rencide etmek yerine uygun ya da pahalý olmasý önemli deðil ben bu ürünleri beðeniyorum beðendiðim için öneriyorum demiþsin harikasýn;0;1;1;1
YAA KEÞKE DAHA ÖNCE YAYINLANSAYDII, 3 YIL MAKYAJLA ÝLGÝLENMEYE ARA VERDÝÐÝM ÝÇÝN MEZUNÝYETE MALZEME ALMAM GEREKTÝ, ALELACELE BEAULIS ALIÞVERÝÞÝ YAPTIM BÝRKAÇ GÜN ÖNCE ??;0;1;0;0
Lütfen merve abla tek marka ile makyaj videosu çek BENEFIT olsun ??;2;2;2;2
Eee nerede gunes kremi? Iki parmak kuraliyla simple yag serumu uygulanmaz, disko topuna donersiniz. 2-3 damla serum da burnumuzun ucunu korumaz. ??;0;0;0;0
@Merve Özkaynak hmm aslinda tam da cilt bakimi konusu oldugunu, hatta en temel urunlerden oldugunu dermatologlar soyluyor. Neredeyse her urune alternatif sundugunuz ama gunes kreminden bahsetmediginiz icin unuttugunuz izlenimi yaratiyor. Eminim videodan f;1;0;1;1
serumun spf icermesi gunes kremi yerine kullanabilecegimiz anlamina gelmiyor. Gunes kremi ayri bir konu bu nedenle icerige eklemedim.;0;0;0;0
teþekkür ederiiz çok istemiþtik bizi kýrmadýn 3;1;1;1;1
Ürün konusunda tavsiyelerine gözüm kapalý güvendiðim bir tek sen varsýn , yine çok güzel bir içerik olmuþ .Teþekkür ederiz :);1;1;1;1
ziaja markasini asiri merak ediyordum benim de cildim cok yagli sivilceli ve siyah noktali kesin denicem sana coook guveniyoruz abla yillardir degismeyen tek markasýn?;1;1;1;1
Boþuna demiyorum mutluluk hormonu salgýlýyorsun diye ??;1;1;1;1
her þey çok iyi ama ýspartada yaþayan biri olarak önerilen gülsuyunun fiyatýný görünce çok þaþýrdým o fiyata ýspartada en iyi yað üstü gülsuyundan 4-5 þiþe alýyoruz.;0;0;1;0
